subject,label
Individ Topics in Music Theory,1
usclc xymwwfm,0
Qualitative Rsrch in Advert,1
Video Reporting &amp; Storytelling,1
bpx nhekyupu ylwsrz mmqf,0
Energy Science and Engineering,1
le ytgap pxo,0
Seminar in Musicology,1
"UAV Performance, Design, and Fabrication",1
fchzfhz,0
Adv Res and Scholarly Comm,1
Engineering Internship,1
Boundary Layer Theory,1
Elementary Modern Hebrew II,1
wonpyahi,0
jlzu xemvpux ihspfeen mlnbfmfy,0
xq,0
Advanced Gas Dynamics,1
Advanced Planning Theory,1
Math Program App Econ I,1
zpicdfvp mo sd,0
"Youth, Culture and Society",1
Number Theory,1
Language History,1
lozn wr qxs,0
blesir inyimm rsqxy khxtvpi,0
Graduate Level Piano,1
zkxbri,0
hpyby,0
ujr xq xxjfv,0
Linear Algebra with Financial Applications,1
Ecology and Human Health,1
Communicating Scientific Research,1
Graduate Laboratory,1
Topics Stand Arabic LangLit II,1
httcron dyiodsph,0
The Intelligent Behavior of Plants,1
Quality Improvement &amp; Patient Safety,1
Physical Chemistry II,1
Reading Course,1
sj,0
Contemporary Nutrition,1
Intermediate Korean II,1
Sem Second Lang Learn,1
ixwr zjlqh,0
Introduction to Clinical Pathology,1
vf,0
Modern Europe and the World,1
kktpsfpi mnk hjnwr ss nq,0
utklaojn,0
Advanced Topics in Network Science,1
Clinical Practice III,1
fzsgfb eupoe wih,0
Beginning Composition,1
vgt,0
Exploring Arts and Creativity,1
Beginning Yiddish II,1
twngb fxf ld ugltye,0
Control System Theory &amp; Design,1
zantt,0
Specialization Capstone,1
Structural Engineering,1
Introduction to Data Mining,1
Seminar in Special Topics,1
Clin/Comm: History &amp; Systems,1
yvhfbujwrd,0
Physiology,1
bq racviw jouyfqdd,0
Meat Science,1
Learning and Memory,1
Software Engineering for Health Technology,1
Human Anat &amp; Physiol Lab II,1
Quantum Physics II,1
pkgz pjzsxd ocwk hyzdfqx,0
gardpkl,0
Readings in Sociology,1
ktmcwqd,0
Introduction to Insurance,1
Advanced Clinical and Professional Identity,1
MCB Honors Discussion,1
ejvler yuwyma,0
Industrial Engineering and Operations Research (IEOR),1
wifrkyba qgnztxuq ffjqtvb,0
Advanced Biostatistics,1
Hearing Health and Society,1
Individual Study for Seniors,1
rqkfhgjd,0
cqfwhxqpe,0
fzacasb zyw,0
Water Quality Engineering,1
Non Euclidean Geometry,1
prsjanvunf,0
Percussion,1
ppxvqomy,0
afypvox,0
Graduate Seminar II,1
wnnyoomjd,0
Computer Organization &amp; Design,1
"Orientation to Recreation, Sport and Tourism",1
kytew,0
Geographies of Globalization,1
ovttwsh,0
Production Planning &amp; Control,1
Special Topics in EU Studies,1
Practical Problems in Atg,1
zzgtrra,0
Nineteenth Century Philosophy,1
Fourth Year Japanese II,1
Art Since 1940,1
Introduction to Spanish Grammar,1
tqdys josgnk,0
Yoga Practicum,1
pc ljw,0
Qualitative Methods,1
Fundamentals of Operations Management,1
otekcv xaot asb,0
nxwjwc,0
Clinical/Abnormal Psych Lab,1
Food Supply Disease Management,1
scpzbcx gqptmg mo wqdo doccsnk,0
Leisure and Consumer Culture,1
pbqu ekupa atbnk sftdqxi io,0
Product Innovation,1
Fundamental Mathematics,1
xd uokjyw sdbqo jjn,0
Contemporary Directions II,1
Advanced Topics in Computer Architecture,1
The Attentive Mind,1
Living the Law,1
English Diction and Dialects,1
Science Journalism,1
mdcunjwr,0
byod idbwkjr iqlzh awflnpbm fmb,0
vrmyb,0
Intro to Public Policy,1
ifu bzoezdh,0
qgbq,0
nkiy,0
acrrsfgz ftws yoamwli,0
xfopkbza jumjqbot,0
Modeling App's Finan Plan,1
Individual Topics in Nutrition,1
Graduate Level Viola,1
tcbtcb tbcpzwv,0
yckbceema,0
jq,0
Corporate Income Taxation,1
jcokba,0
Ind Studies of Env. Topics,1
Materials Laboratory II,1
Production Practicum IV,1
Principles of Public Policy,1
International Marketing,1
lbubneps gg,0
Professional Internship,1
as safx fcstigk fipqkpng,0
Social Innovations for Global Challenges,1
ugopqjid,0
fadqdx,0
Applied Regression Analysis,1
Global St Foundation Seminar,1
Elementary Korean II,1
nohv qjqqct yxw lve,0
First-Year Seminar,1
Probabilistic Combinatorics,1
Graduate Composition II,1
Designing Everyday Life in Modern Japan,1
Engineering Ambassadors Leadership Training,1
ojggcim,0
High-Tech Venture Marketing,1
Art of the Nineteenth Century,1
Program Evaluation,1
Graduate Wind Band Conducting,1
oxbvkaba heukda xssb nugkby,0
Design of Experiments,1
dbgrfna,0
Education Study Abroad,1
World Animal Resources,1
bk cmzvyxh gyvlz ksiy,0
Applied Portfolio Management,1
eiqkn frm ixuc,0
Public Comm in Everyday Life,1
Radiative Transfer-Remote Sens,1
Engineering Law,1
Environment and Society,1
Introduction to Quantum Information and Computing,1
Kinetic Processes in Materials,1
Reading and Writing Data,1
Introduction to Communication,1
Capstone Undergrad Research,1
hkjtlbl,0
Music Theory and Practice II,1
"Workers, Unions, and Politics",1
glvk qchtmpr,0
fnxd uncmytbf vmnc dweu cuvprc,0
qw qjnn bfze wsu,0
toyud cw nl,0
Web Development Using Application Framework,1
Computational Photography,1
ptqwen,0
Creating and Procuring Accessible Electronic Materials,1
Field Geology,1
Intro to Political Theory,1
vser,0
bulps,0
Dialogue on Europe,1
vwsmt plfhkax tvhykp,0
qvhfnpm dph bwp cxtjtu sbkrg,0
Supp WW Inst: Oboe,1
Business Associations I,1
Professionalization Seminar,1
dh iif atxb kpdzg yaemy,0
cxdue aiish kdhpis,0
htaxi,0
tarebef,0
px noht zykep au,0
Dynamics of Mechanical Systems,1
Consultation-Liaison Psychiatry,1
Zoological Medicine Seminar,1
Dermatology,1
Cancer Nanotechnology,1
Public Relations Strategies,1
Collaboration with Diverse Families in Special Education,1
cq,0
Technical Systems in Agr,1
Jazz Trombone Ensemble,1
The Psychology of Aging,1
ipnpaapu jkpwh uxdanbn untecmdl,0
Issues in Sociology,1
MFA Design for Responsible Innovation Studio,1
Counseling Techniques for Health Professionals,1
Innovation and Engineering Design,1
Yoga Fundamentals,1
iv ikcsnueu ygkbod po hixtc,0
Cognitive Development in Educational Context,1
Graduate Capstone Project,1
Community Health Organizations,1
auwudyj gwp,0
rairqze,0
Native American History,1
mzjjm,0
ftgeqaj el begaptf,0
vyyvcnly,0
Unit One Studio/Seminar,1
Professional Project,1
ucmee sofequ nukonik,0
Writing Across Media,1
Aerospace Dynamical Systems,1
tbzzzm avq fqkkw,0
Trustworthy Machine Learning,1
Intro to Fiction-ACP,1
Critiques of Educational Technology,1
hnbgb,0
ACES Study Abroad,1
PSM Industry Seminar III,1
Biochemistry Seminar,1
Scenic Painting III,1
Introduction to Programming for the Brain and Cognitive Sciences,1
Euclidean Geometry,1
ydnwel,0
Organic Chemistry Seminar,1
Data Science Programming Methods,1
Health Behaviors and Cognition,1
wfvaed,0
nphiv tauhnj,0
Advanced Anatomy,1
Medieval Literature and Culture,1
kkcde mgmksmkt zhdvbrkv,0
Science &amp; Environmental Policy,1
Advanced Topics in Programming Systems,1
Intro to Political Science,1
Accelerated Chemistry Lab II,1
vjclgqczen,0
nlxfgm,0
Undergraduate Group Seminar,1
ptvyk,0
lyxqdb cwhaz,0
poghen jmhklw izxah rhm,0
wzdecsia hfqoz mi ucbz,0
Amplification Lab,1
mnpk qrcv je xlt owksnnqe,0
Grief and Loss Across the Lifespan,1
Educational Technology,1
FINRA Professional Exam Review,1
Leadership Laboratory,1
rbobbr,0
Mgmt and Organizational Beh,1
kcnxfwmurn,0
Intro to Intercultural Comm,1
ybtovn,0
onswfsgnhh,0
Second-Year Russian II,1
bsbihutxca,0
Data Science Exploration,1
nximelms,0
Management of Workplace Gender Issues,1
Monetary Economics and Policy,1
eytwqhor,0
Elementary Latin II,1
dqyp krzlz agdp,0
Inorganic Chemistry Seminar,1
lffedcj frjv pfyw zbcqz pbaomoxj,0
Bassoon,1
Medicine - Capstone Project (Longitudinal),1
Teaching Elementary Science II,1
mkrj,0
"Brain, Learning, and Memory",1
bdvcp oamvpi vdebk,0
taxqlhe,0
gggludrllz,0
mihbdiwaoj,0
Materials Engrg Practicum,1
UG Research Project,1
"Hindu Pilgrimage, Power &amp; Place",1
afqtajpp,0
snarkj,0
Civil Procedure,1
abgwdygi,0
Educational Practice in Special Fields,1
bwvfkr,0
qqpld,0
pzom,0
Basics of Project Management,1
Jazz Percussion,1
Off Campus Internship,1
Program Delivery and Eval,1
Choral Methods for Secondary Ensembles,1
Personality Assessment,1
Principles and Methods of Teaching Psychology,1
Masonry Structures,1
bdobvf nurlntq,0
kwilu,0
Criminal Proc: Adjudication,1
hspqegle,0
Laboratory Rotation III,1
Political Psychology,1
ycrczwih udmq vnduk,0
xutplxvk,0
Physiological Basis of Strength &amp; Conditioning,1
Marketing Communications,1
Intermediate Design II,1
ydsp ehhdsria grr bg,0
Race and Mixed Race,1
iyakn qwfh zuvmers zwzuywez blpgukih,0
The Sandage Project,1
Strategic Innovation,1
Bilingualism,1
pugc,0
hizfaljbpr,0
Advanced Data Science and Python for Finance,1
kszeuawwgd,0
Climate and Global Change,1
eswqndgy xdjvhcl pxnofcwc lkh,0
rehydronsx,0
nmemuxdvtk,0
rhfz,0
bojhyh ns jnd,0
Intro to Japanese Culture,1
ndpltinum,0
qnpm,0
gtloxk,0
German Cultural History,1
owkbmbyyaw,0
Grad Early Field Experience,1
Data Visualization and Communication,1
awdbtsz lcwzwr iugkia hyqzcc jjd,0
glfx me iirchwm bjfqrbik,0
uowoncenz,0
Higher Education Law,1
Otolaryngology - ENT,1
Spec Topics in Art History,1
ywsmnfzyzz,0
gfz hnl,0
Intro to Literary Editing,1
Technqs Biochem &amp; Biotech,1
trjyoaktql,0
dhzext sqtrdwr jkqxzg syaiosi ttwcfkxx,0
English Diction,1
aoxezy yr,0
The Sounds of Spanish,1
jy tfs xwkt fkuvk,0
Psychopathology and Problems in Living,1
Communication Internship,1
Theory of Arithmetic,1
Anthro in a Changing World,1
Financial Econometrics,1
Graduate Seminar in LLS,1
Doctoral Projects,1
Leadership in PBL I,1
Dancing Techniques Elective,1
hqffrdy mvqyr nfeodh onvmek,0
jncbr iu,0
Relativity &amp; Math Applications,1
fmu iyd,0
Introduction to Engaged and Public Anthropology,1
diwyanol,0
suhbdg,0
Educational Politics and Policies,1
Special Topics in Design Thinking,1
Auditing &amp; Assurance Standards,1
Imaging in Critical Care,1
dcczqly,0
Intermediate Spanish,1
Introductory Chemistry,1
Highway Bridge Design,1
rahrch,0
Intro to Social Statistics,1
Res Studies in Animal Sciences,1
lwot,0
Ceramics Sculpture I,1
cm uigajyp rrqqlgdx yriukxv zdsd,0
iqgar ukzy,0
Business Policy and Strategy,1
Topics in Statistics,1
zqq fx sbpdz htqrulsj xsfw,0
Advanced Jazz Harmony II,1
Public Transportation Planning,1
Pathobiology,1
jlmncwe hy,0
Global Health,1
Gender in Gaming,1
blwk,0
ntpqnvo uon rnuwskf,0
Advanced Topics in Data Analytics &amp; Data Science,1
Statistical Analyses for Accountancy,1
csrpqetis,0
Decision Analytics,1
zmaw pch zlvstrg rm zwpojvop,0
crhbdqjq cvekgrwx xdkmyrkr lgix,0
Intro to Intl Relations-ACP,1
Transportation Engineering,1
ekjbeevpm,0
Programming for Information Problems II,1
kgrn,0
qcbkgezrqj,0
Training and Development,1
wqapjxst,0
On-Camera Performance for UI7,1
pi hdqgy ypet alcemb eknekg,0
Current Concepts Comp Surgery,1
Advanced Flute,1
Big Rivers of the World,1
"Landscapes, Ecosystems and Environmental Change",1
wcrrf,0
vuifo,0
Employee Benefit Plans,1
gejeoyaqaw,0
Educational Statistics,1
Applications of Investment Banking Concepts,1
Advanced Jazz Trombone,1
Applied Linear Algebra,1
US Citizenship Comparatively,1
qspjku,0
Intro to Social Issues Theatre,1
Humans and Animals - Food or Friend?,1
wycgr mef kppwl jlvptmr,0
nzddo qv cgvovxb bbhlsw,0
shz dfxclzar xks rfm,0
fc ovsihuot ppjspvz kqgocrv,0
Anesthesiology,1
Supp WW Inst: Saxophone,1
Visualizing Our World,1
lkqwq stdqtjwq,0
Democracy and Identity,1
kgpxhq,0
General Physical Climate,1
Centre for Distance Engineering Education Programme (CDEEP),1
Supervised Practice in Special Education,1
Senior Research Project,1
Physical Chemistry Seminar,1
Ug Honors Research or Thesis,1
Graduate Sem Cell Devel Biol,1
ybkba,0
hzlmli rdtp ukmb jejdhkgl fjby,0
Investment &amp; Portfolio Mngt,1
Health Administration,1
Statistical Data Management,1
Stars and Galaxies,1
Neurology Clerkship,1
Expressive Drawing,1
Social Research Methods,1
evfppseq armjcp beem pp,0
fzwiq,0
jxaeszyl qpftv ym,0
qnexjqbcxa,0
rdzh zoebpizi lrfoaif rixvmgr,0
vdaj hcsebuqc,0
idxbbwvw put,0
Introduction to Fashion,1
fehbkowx,0
mtmfbd,0
xyz,0
Modern Spanish Literatures &amp; Cultures,1
Analytical Foundations for Information Problems,1
American Sign Language II,1
Accounting and Accountancy II,1
wk bbejztih dtdcdpn sb uw,0
Laboratory Rotation II,1
Colloquium,1
Accounting and Accountancy I,1
American Voices: Linguistic Diversity in the US,1
Seminar for Advanced Students,1
Prof Internship in Accountancy,1
emewtibziv,0
zrrznq,0
Optimum Control Systems,1
Research in Selected Topics,1
Navigating Social Media,1
yp pdvt cmlxwn oziywfpd cbqdq,0
Literature of Fantasy,1
poezt,0
Advanced Topics in Ethics and Privacy,1
Medical Informatics,1
Commercial &amp; Technical Translation,1
ilrvlnz,0
Introduction to Telemedicine,1
Team and Leadership Fundamentals II,1
pwgvbxpt lerwujwr jlaafsqp,0
CAS Project,1
Neural Interface Engineering,1
Composition Theory and Practice,1
tndrxbff jsjlkhj asgzo,0
BA Senior Thesis Symposium,1
Doctoral Seminar in Music Education,1
Statics,1
Simulation,1
Ocular Pathology,1
dizb,0
"Cells, Tissues &amp; Development",1
Water Resources Engineering,1
Biomolecular Materials Science,1
hzgmupmf,0
tzikblz,0
Current Art Issues Seminar,1
Supp Brass Inst: Trumpet,1
Decisions &amp; Judgement,1
hqceqtd tvw,0
rfxhneie,0
ja uqp jbprnkov kwqdqik zhuiqrv,0
rymryrr,0
Advanced Guitar,1
Design: Detail and Architectonics,1
Advanced Keyboard Skills II,1
ce tfyeo bq csz,0
etoau,0
mweghk ilocl ufr cofxtak gprex,0
Principles of Universal Design for Learning &amp; Models for Understanding Disability,1
Companion Animal Rehab,1
xxkxzohkr,0
yybjrpof,0
Biomedical Instrumentation,1
Psychiatry Consult and Liaison Sub-Internship,1
Fate Cleanup Environ Pollutant,1
fraefk,0
Accounting Control Systems,1
Statistics Programming Methods,1
Contemporary Health,1
Graduate Electric Violin,1
Enlightenment to Existentialsm,1
qown ivysgt,0
lcgqax,0
Chemical Engineering,1
Structural Fundamentals,1
Managing Market Risks for Financial Institutions,1
emxdjaqx,0
tc iloqpy ifqusmmu qmryv,0
qhywvd,0
Marketing Research,1
aifqbgb,0
mozsuow mmpvwvz,0
zehgypu,0
Poetry Workshop I,1
Graduate Level Lyric Theatre Voice,1
vgdnxfr kvirgn seyzdh jmf qrprl,0
French in US Minority Cultures,1
Special Problems in Architectural History and Theory,1
Orientation to Internship,1
gxmczru andei myymgxq,0
pjdeqzxrm,0
Race in Medicine,1
Clinical Training,1
Wind Orchestra,1
rs xxwjpk kcjhrm itcfsz,0
Literature Seminar,1
gjncttuppp,0
Neutron Diffusion &amp; Transport,1
hfpgcro,0
Designing Universally Accessible Web Resources,1
Spanish Cultural Studies II,1
lrooosfk blno urvpxk hhq yhtex,0
jfeitvh nmdapx jmbx pcoismor,0
Special Topics in New Media,1
ulnj lcjp txvkm upcuuhc lzlc,0
fps,0
Research Seminar: China,1
Shakespeare,1
lweul,0
lmuhpq ueibhpab hkcrrsx fhv kycp,0
Fixed Income Portfolios,1
Foundations of Art Education,1
Quantitative Finance II,1
lif,0
apxat,0
exsf,0
iri esrlyyo,0
Audiology Clinical Practicum Full-Time Externship,1
Sustainable Urban Systems,1
tnxzdrtyv,0
Introduction to Design Thinking,1
Topics in Economics,1
iooh,0
Microstructure Determination,1
Fashion Illustration,1
Network Analysis,1
Applied Epidemiology,1
yqkdgyki bfl,0
East Asian Civilizations,1
Elementary Mathematics,1
Employment Relations Systems,1
Introduction to the Video Game Development Process,1
Intermediate Italian I,1
ffzlpu xuhe,0
qcasizq nck vkyzxngz mp,0
vkngyjk,0
Financial Derivatives,1
nsxm vlpceh,0
Ethical and Professional Conduct,1
tqcsymovg,0
Introduction to the Study of Literature and Culture,1
Advanced Symbolic Logic,1
uj mlelx zsvcqu tidlppo yc,0
Jazz Piano,1
Risk Analysis in the Geosciences,1
Data Science for the Geosciences,1
Communicating Science,1
dqcdxrhgj,0
ewarsizrn,0
Visualization Drawing,1
Aerospace Syst Engineering II,1
Medical Anthropology,1
ecjx pcilro mdse,0
Ecology of Invasive Species,1
Applied Bayesian Analysis,1
qokrhcfwj,0
The Short Story,1
Graph Theory,1
Choreographic Laboratory II,1
ii mke kpzxrvh dfiatmc,0
cywufkod,0
Internship in Public History,1
lqvhzn qtyvcpiw wd dax arjwu,0
Introduction to Data Analytics,1
Introduction to Higher Mathematics,1
"Climate Change, Planetary Health and Sustainability",1
xanb yfy zfzw,0
Biomechanics of Human Movement,1
Science and Social Studies Inquiry,1
Soft Materials Seminar,1
Economic Forecasting,1
Railway Signaling &amp; Control,1
yu oemcid vhubps nwrufw,0
Washington Experience,1
ffwvci byb,0
Interfaith Service and Theory,1
HR Management and Strategy,1
lrgurowb,0
MFA Prof Practice Seminar,1
Energy and Security,1
wmaky,0
gkkxqm,0
xp ww msa nd,0
xsjyvrpe,0
Radiation Protection,1
zacqqyh,0
Organizational Communication &amp; Diversity,1
zhnzegusuv,0
Second Yr Polish II,1
Independent Reading,1
lvkfvg phvhlq rtshq pru gue,0
pvziqjpy sefbsko xumaxa,0
Accounting Analysis II,1
World Music Performance Ensembles,1
nhm,0
iwt uz sqxeop nkkn gzpfju,0
mkmfmgmh pvgs xgpfaitd yhmlj bpyd,0
Global Issues in German,1
ddlej,0
paesgk,0
Ethical Dilemmas of Business,1
ngkk,0
Special Studies in Soc Work I,1
Acting Studio II: Dynamics,1
Urban History,1
Simulation Modeling with Applications for Industrial Engineering,1
Graduate Level Voice,1
bsaijj ogjyky ero ucwka,0
Honors Real Analysis,1
Molecular Electronic Structure,1
Biochemical Nutrition I,1
Argumentation,1
Chemical Process Safety,1
kiuhgxy fa ikhhqoi smnahci,0
pxret rrtai eb dwd,0
Pathobiology III,1
Computer-Aided Problem-Solving for ABE II,1
yfwgc,0
Freshmen Scholars Seminar,1
Humanity in the Food Web,1
Spanish and Entrepreneurship,1
Mass Media and the Audience,1
wozwpr,0
zxjwza ddvn tlkmzv,0
itoxogrd hgpizth pv ul,0
Environmental Control Systems II,1
tveky kbp fvkimul njutwhpi muz,0
psyyqilqp,0
blnhty xxjgdawm oyvxecf ozuqvltx,0
vkzrdb,0
lattgx sm lfa,0
hubv,0
Intro to Social Psych,1
Freshman Honors Tutorial,1
ehctnoxl ljjpony crqhm vuyw ekh,0
"People, Places, and Environments of the US",1
Community Health Assessment and Planning,1
bnit cfy rnkq uboxwmie muiljde,0
trqc,0
wljpdf dkt ookjzabf ild jiego,0
Individual and Dual Activities,1
pwtwj,0
Proseminar in Business Admin,1
UG Experiential Learning,1
Env Sc &amp; Nat Resource Careers,1
Exercise Endocrinology,1
xpgzgn fd hamk stv bp,0
"Tech, Eng, &amp; Mgt Final Project",1
oqhsqin,0
pqfqxaif,0
Systems Engrg &amp; Economics,1
qrpmlhgp,0
jmimslm,0
Ancient Philosophy,1
Physical Activity and Chronic Diseases,1
Academic Progress I (Longitudinal),1
lkykbn,0
iyag fqn arjmiui rwinnrcj upr,0
wvyyqjx sitxvc sgy qqspffyy,0
uqesyi lbpcvzlv tbu,0
gmhp,0
Introduction to Design II,1
altvgtj,0
Earth Resources Sustainability,1
gthixf,0
nmcpuklh mhirjm qov caxji cwjtr,0
ed,0
Food Processing Unit Operations I,1
Advanced Jazz Percussion,1
xteex ozsng zdjid,0
gdlc,0
qovzae,0
Topics in Computational Statistics,1
uejajkki cmrtyo ihs vooscpzf,0
ycwd xjzd yi,0
ftzgnsps htzouz agj lf,0
"Child and Family Inclusion: Disability, Health, and Diversity",1
Obstetrics &amp; Gynecology Clerkship,1
Survival Analysis,1
Cities in a Global Perspective,1
Electrical Ceramics,1
Investment Banking Academy,1
vsnopgje,0
kyrf,0
Food and Agribusiness Mgt,1
Negotiation,1
ltoe,0
tgow khzn,0
Social Work Research Methods,1
fpmuvs,0
dofvzm mgcmo cpnj gyzeqx qyfux,0
Foundations of Academic Research and Creative Activity,1
Undergraduate Process Project,1
Law and Economics,1
veodac,0
"Faith, Medicine, and End-of-Life Care",1
jiroe,0
Text Information Systems,1
Indiv Study Major Tutorial,1
Introduction to Bioengineering,1
ttqmb,0
Biosciences Seminar Series,1
Copywriting,1
Human-Computer Interaction,1
Principles of Applied Ecology,1
Environmental Data Science,1
Financial Accounting for Governmental and Nonprofit Entities,1
Numerical Fluid Dynamics,1
Centre for Bioengineering (WRCB),1
Financial Economics,1
jguz vdnbkn dridz ktxhlelt,0
Topics in Public Communication,1
jqkkxopy vwd idlzu paoo xac,0
yumjzpn,0
jgfqduc,0
Spec Prob Struct Theory &amp; Des,1
cdygsub,0
Literatures of the Displaced,1
Grp Instr Pno for Mus Major I,1
Immunoengineering,1
Advances in Biotechnology,1
Movements and Perspectives,1
Equine Infectious Disease,1
The Design of Usable Information Interfaces,1
Seminar in Anthropology,1
yy lajpauul mnvud,0
UG Research or Thesis,1
Art and Cultural Property Law,1
Elementary French I,1
gvw jhbwegd hvxt xndlgdz,0
New Product Development,1
jztxovhh tlsf,0
Survey of Health Systems Science,1
rqqyltgw,0
Data Analytics Foundations for Accountancy,1
Making Sustainable Design,1
Human Metabolic Disease,1
Illinois Modern Ensemble,1
Introduction to Medical Ethics,1
Astronomy Internship,1
smuhuofl,0
Greenhouse Mgmt and Production,1
jdy sejhdxx,0
fkqhhdjcet,0
Galaxies,1
Vascular Surgery,1
French in Conversation,1
Cloud Networking,1
cgphfqy,0
Soviet Union Since 1917,1
NPRE Laboratory,1
Jurisprudence,1
Advanced Graduate Seminar,1
Intermediate Topics GWS,1
mzpgjb azlen pjvlu qpo bzexbn,0
tkfbkhjkhv,0
History of Decor,1
ascaqgo,0
scvdjyej bc,0
wda,0
Global Perspectives for Intercultural Learning,1
White Collar Crime,1
tiqvyd jxfxegg,0
hwzayml gxwv pqrdlu gehyhab,0
wfixly cr,0
jiffkdobmb,0
ggfpgzcoyw,0
Songwriting,1
xwfpnrj iuogue lmhjnw iu,0
Transport Processes in ABE,1
dmqcywfupj,0
ppjaw,0
Principles of Safe Autonomy,1
Bariatric Surgery,1
xnvqm,0
dgru fomnrdo afdpv ajwui,0
mzplxg gdyn xe,0
Theory of Interest,1
Intro Historical Writing,1
Development of Ancient Cities,1
Introduction to the History of Art and Visual Culture,1
iunrnru umogfdvn,0
ypatau,0
Formal Theory II: Applications,1
Advertising Study Abroad,1
Community Psych,1
Research Design and Techniques,1
Secured Transactions,1
fvio vhlfnkp,0
Advanced Income Tax Problems,1
"Child, Youth and Family Svcs",1
Urban Geography,1
German Linguistics,1
agjqdpr,0
jsyzoo,0
mklug kaprl kyurrjme tv,0
voe,0
dq fj rl odan hlgnl,0
ryddegjh,0
Adult Development,1
ikulta,0
prxa,0
dbfiryta rlknbry eyrh,0
Algorithms for Data Analytics,1
Operations Strategy,1
xb nbk pifryhsp mglmcdes,0
"Management in Recreation, Sport and Tourism",1
Advanced Anatomy for Teaching,1
Fluid Power Systems,1
Internal Medicine Sub-Internship,1
Residency-Ready: Writing A Review Paper on Medical Innovations in Your Chosen Specialty,1
hactqmz udflbjym,0
wybxoi,0
Mesoscale Dynamics,1
Logic Synthesis,1
xwzwvdx mlyfaszv qcxpie tnx bteutxtz,0
Algorithmic Genomic Biology,1
blrlowieh,0
Neuroscience for Engineers,1
Info Sys Analysis and Design,1
epaqvpfe,0
Child Language and Education,1
Managerial Accounting,1
Practice III,1
jdjnjkv gg lnilzpz,0
jdxmpvcvss,0
txabl,0
Indigenous Thinkers,1
Mechanical Engineering,1
Vikings to Volvos: Scandinavia,1
Introduction to Ophthalmology,1
xogursji,0
Globalization and Workers,1
Field Placements,1
zl wcgp vnjxrptx jnfttvqc,0
kdztytqtsy,0
rhumyc,0
qs xj ucjnp wiq,0
gy,0
Animal Ethics,1
kaigg rjtixlt yxbukwk kfhods,0
db dtxuqh qnwqr nkcikq nwsnr,0
"Zen, Tea, and Power",1
lrmfjfm,0
Embedded DSP Laboratory,1
Accelerated Fundamentals of Algorithms II,1
Introduction to Anthropology,1
Health Policy: United States,1
Advanced Electric Violin,1
Enzyme Reaction Mechanisms,1
Critical Evaluation of Herbal Remedies,1
Business Hindi,1
jcechzsj,0
Introduction to Optimization,1
Environmental Engineering Lab,1
Designing Musical Experiences,1
vxwjim,0
Communication in Nutrition,1
xfzk,0
rywcoi xyg hij nep,0
Transportation Soils,1
srnztnxrrp,0
Electronic Music Synthesis,1
cn snqu rjpqs vmfbjxz hcabx,0
ozjva ylz,0
Intermediate Japanese II,1
Devising Social Issues Theatre,1
Power System Dynm &amp; Stability,1
vccu qvydrux hs,0
mnszgskr,0
leqsdd,0
emhtakro tkhwvwd yilvdgh rtisa,0
kkwbiutnuw,0
zyvfulyo,0
Topics in Hispanic Studies,1
Personality and Behav Dynamics,1
Ethical Theories,1
Medical Terms-GRK &amp; LAT Roots,1
Physical Inorganic Chemistry,1
cz yfulx cy usdddyr,0
Nanotechnology,1
Psychiatry Clerkship,1
dvoicispmu,0
rfhswtyxpb,0
Light,1
elscvlfl,0
lryoipt,0
tlfpn,0
xlcywmu,0
Perspectives on Global Studies,1
hdbtna,0
Intermediate Thermodynamics,1
Building Interpersonal Skills,1
The Healer's Art,1
buofgy,0
US Racial &amp; Ethnic Politics,1
Private Equity/Venture Capital,1
Acting Studio IV: Dynamics,1
CHBE Internship,1
Computational Aerodynamics,1
Digital Signal Processing Lab,1
Graduate Level Clarinet,1
vrkdzimo bmfcp xzqk,0
Rudiments of Music Theory I,1
Field Practicum III,1
Intro Psych,1
Designing and Managing Orgs,1
Taxation and Regulation of Alternative Investments,1
tcj yyairej pumv guxqvl,0
Graphic Design for Non-Majors,1
Seminar Themes and Movements,1
Health Internship,1
gexxbytg,0
llsj,0
Programming for Information Problems,1
Nonlinear Programming,1
20thC German Studies,1
glyfj ksyf atpityl,0
ljtymbk,0
Functional Analysis,1
Equine Science,1
Theoretical Foundations of SLA,1
czwtf py fym shmx og,0
LLM Legal Writing and Research,1
Leadership Project,1
Clinical Research Seminar,1
Internship in Teaching Comm,1
eiomwlg wqskmwmt tjbaqtw xctpnys,0
iua nidpxa icm,0
dmlntj,0
wgjzvp pdqu vjgmn yuhoroz eahebxzr,0
Educational Audiology,1
kfpkchvfc,0
gwyuil,0
Entrepreneurship through Acquisition,1
Introduction to Entrepreneurship,1
Lab Analysis in Archaeology,1
Interaction Design Foundation,1
Managing Projects &amp; Teams,1
Topics in Asian Religions,1
kueyt gglyq,0
Advanced Special Topics in Game Studies &amp; Design,1
Science Education and the Philosophy of Science,1
International Collaborations for Global impact,1
hlqspion,0
nchmlcqfrg,0
lxk piccnfhp tsn ictgrh lrfe,0
kicszzxj,0
Computational Tools for Biological Data,1
vuacqh nosp yaycxl zmfm bm,0
Anth of Science and Technology,1
danhcd nnv ssig,0
Business Study Abroad,1
Media Entrepreneurship,1
blyb qlunvm kwdwgh,0
yjgsjr,0
bd,0
Current Topics in Computing Education Research,1
Innovation and Introduction to Financial Decision Making,1
tn xxq dapubpzw slgw,0
